f1,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.3460728519049897,0.15600827532299,gini,5,20,15
0.3460728519049897,0.15600827532299,gini,5,20,20
0.247208492018475,0.1089472486360056,gini,10,1,2
0.28632837750484813,0.03896553425052055,gini,10,1,5
0.3354769000064898,0.09916605754476714,gini,10,1,10
0.3284512603015571,0.08833638106640772,gini,10,1,15
0.39427377520256773,0.10412913568501729,gini,10,1,20
0.30040085083728346,0.13067865820778152,gini,10,5,2
0.30040085083728346,0.13067865820778152,gini,10,5,5
0.30040085083728346,0.13067865820778152,gini,10,5,10
0.29468656512299773,0.14450948558046764,gini,10,5,15
0.3320826709062003,0.16582373206659687,gini,10,5,20
0.3201249181226934,0.1376686289345549,gini,10,10,2
0.3201249181226934,0.1376686289345549,gini,10,10,5
0.3201249181226934,0.1376686289345549,gini,10,10,10
0.3201249181226934,0.1376686289345549,gini,10,10,15
0.3201249181226934,0.1376686289345549,gini,10,10,20
0.2902237383981806,0.14627042735619425,gini,10,15,2
0.2902237383981806,0.14627042735619425,gini,10,15,5
0.2902237383981806,0.14627042735619425,gini,10,15,10
0.2902237383981806,0.14627042735619425,gini,10,15,15
0.2902237383981806,0.14627042735619425,gini,10,15,20
0.3460728519049897,0.15600827532299,gini,10,20,2
0.3460728519049897,0.15600827532299,gini,10,20,5
0.3460728519049897,0.15600827532299,gini,10,20,10
0.3460728519049897,0.15600827532299,gini,10,20,15
0.3460728519049897,0.15600827532299,gini,10,20,20
0.2708379936286913,0.09050014049343642,gini,15,1,2
0.2967040782830257,0.0532910346195183,gini,15,1,5
0.3369738428696566,0.08696150098032773,gini,15,1,10
0.3299482031647238,0.07493896018369156,gini,15,1,15
0.38969861180387494,0.10265281240016147,gini,15,1,20
0.30040085083728346,0.13067865820778152,gini,15,5,2
0.30040085083728346,0.13067865820778152,gini,15,5,5
0.30040085083728346,0.13067865820778152,gini,15,5,10
0.29468656512299773,0.14450948558046764,gini,15,5,15
0.3320826709062003,0.16582373206659687,gini,15,5,20
0.3201249181226934,0.1376686289345549,gini,15,10,2
0.3201249181226934,0.1376686289345549,gini,15,10,5
0.3201249181226934,0.1376686289345549,gini,15,10,10
0.3201249181226934,0.1376686289345549,gini,15,10,15
0.3201249181226934,0.1376686289345549,gini,15,10,20
0.2902237383981806,0.14627042735619425,gini,15,15,2
0.2902237383981806,0.14627042735619425,gini,15,15,5
0.2902237383981806,0.14627042735619425,gini,15,15,10
0.2902237383981806,0.14627042735619425,gini,15,15,15
0.2902237383981806,0.14627042735619425,gini,15,15,20
0.3460728519049897,0.15600827532299,gini,15,20,2
0.3460728519049897,0.15600827532299,gini,15,20,5
0.3460728519049897,0.15600827532299,gini,15,20,10
0.3460728519049897,0.15600827532299,gini,15,20,15
0.3460728519049897,0.15600827532299,gini,15,20,20
0.2694155185220057,0.09071444744337409,gini,20,1,2
0.2967040782830257,0.0532910346195183,gini,20,1,5
0.3369738428696566,0.08696150098032773,gini,20,1,10
0.3299482031647238,0.07493896018369156,gini,20,1,15
0.38969861180387494,0.10265281240016147,gini,20,1,20
0.30040085083728346,0.13067865820778152,gini,20,5,2
0.30040085083728346,0.13067865820778152,gini,20,5,5
0.30040085083728346,0.13067865820778152,gini,20,5,10
0.29468656512299773,0.14450948558046764,gini,20,5,15
0.3320826709062003,0.16582373206659687,gini,20,5,20
0.3201249181226934,0.1376686289345549,gini,20,10,2
0.3201249181226934,0.1376686289345549,gini,20,10,5
0.3201249181226934,0.1376686289345549,gini,20,10,10
0.3201249181226934,0.1376686289345549,gini,20,10,15
0.3201249181226934,0.1376686289345549,gini,20,10,20
0.2902237383981806,0.14627042735619425,gini,20,15,2
0.2902237383981806,0.14627042735619425,gini,20,15,5
0.2902237383981806,0.14627042735619425,gini,20,15,10
0.2902237383981806,0.14627042735619425,gini,20,15,15
0.2902237383981806,0.14627042735619425,gini,20,15,20
0.3460728519049897,0.15600827532299,gini,20,20,2
0.3460728519049897,0.15600827532299,gini,20,20,5
0.3460728519049897,0.15600827532299,gini,20,20,10
0.3460728519049897,0.15600827532299,gini,20,20,15
0.3460728519049897,0.15600827532299,gini,20,20,20
0.24436090225563908,0.11612075650002743,entropy,0,1,2
0.27980883322346733,0.1569901213137352,entropy,0,1,5
0.2964945216108007,0.2093347253153723,entropy,0,1,10
0.31720231348714323,0.1725553433514241,entropy,0,1,15
0.38635153371995473,0.13355045192588322,entropy,0,1,20
0.2945022333257627,0.15765756336417738,entropy,0,5,2
0.2945022333257627,0.15765756336417738,entropy,0,5,5
0.2945022333257627,0.15765756336417738,entropy,0,5,10
0.2972570566688214,0.16732464284220105,entropy,0,5,15
0.3424123933411859,0.14145774038845443,entropy,0,5,20
0.31621484969649594,0.1382767264156376,entropy,0,10,2
0.31621484969649594,0.1382767264156376,entropy,0,10,5
0.31621484969649594,0.1382767264156376,entropy,0,10,10
0.31621484969649594,0.1382767264156376,entropy,0,10,15
0.31621484969649594,0.1382767264156376,entropy,0,10,20
0.2902237383981806,0.14627042735619425,entropy,0,15,2
0.2902237383981806,0.14627042735619425,entropy,0,15,5
0.2902237383981806,0.14627042735619425,entropy,0,15,10
0.2902237383981806,0.14627042735619425,entropy,0,15,15
0.2902237383981806,0.14627042735619425,entropy,0,15,20
0.3355889809372477,0.1538538880626786,entropy,0,20,2
0.3355889809372477,0.1538538880626786,entropy,0,20,5
0.3355889809372477,0.1538538880626786,entropy,0,20,10
0.3355889809372477,0.1538538880626786,entropy,0,20,15
0.3355889809372477,0.1538538880626786,entropy,0,20,20
0.3881065371739691,0.13339383276254693,entropy,2,1,2
0.3881065371739691,0.13339383276254693,entropy,2,1,5
0.3881065371739691,0.13339383276254693,entropy,2,1,10
0.3881065371739691,0.13339383276254693,entropy,2,1,15
0.3881065371739691,0.13339383276254693,entropy,2,1,20
0.3881065371739691,0.13339383276254693,entropy,2,5,2
0.3881065371739691,0.13339383276254693,entropy,2,5,5
0.3881065371739691,0.13339383276254693,entropy,2,5,10
0.3881065371739691,0.13339383276254693,entropy,2,5,15
0.3881065371739691,0.13339383276254693,entropy,2,5,20
0.3881065371739691,0.13339383276254693,entropy,2,10,2
0.3881065371739691,0.13339383276254693,entropy,2,10,5
0.3881065371739691,0.13339383276254693,entropy,2,10,10
0.3881065371739691,0.13339383276254693,entropy,2,10,15
0.3881065371739691,0.13339383276254693,entropy,2,10,20
0.3881065371739691,0.13339383276254693,entropy,2,15,2
0.3881065371739691,0.13339383276254693,entropy,2,15,5
0.3881065371739691,0.13339383276254693,entropy,2,15,10
0.3881065371739691,0.13339383276254693,entropy,2,15,15
0.3881065371739691,0.13339383276254693,entropy,2,15,20
0.3881065371739691,0.13339383276254693,entropy,2,20,2
0.3881065371739691,0.13339383276254693,entropy,2,20,5
0.3881065371739691,0.13339383276254693,entropy,2,20,10
0.3881065371739691,0.13339383276254693,entropy,2,20,15
0.3881065371739691,0.13339383276254693,entropy,2,20,20
0.2895752488731616,0.1583801682181322,entropy,5,1,2
0.2895752488731616,0.1583801682181322,entropy,5,1,5
0.3443912103454698,0.1707383839056627,entropy,5,1,10
0.35220714658245866,0.17338451434245333,entropy,5,1,15
0.3601018589253884,0.1301508628124729,entropy,5,1,20
0.2890395878631173,0.18310317595870854,entropy,5,5,2
0.2890395878631173,0.18310317595870854,entropy,5,5,5
0.2890395878631173,0.18310317595870854,entropy,5,5,10
0.29691643323996264,0.19397299682986813,entropy,5,5,15
0.33418477300830246,0.16836495443061084,entropy,5,5,20
0.3201249181226934,0.1376686289345549,entropy,5,10,2
0.3201249181226934,0.1376686289345549,entropy,5,10,5
0.3201249181226934,0.1376686289345549,entropy,5,10,10
0.3201249181226934,0.1376686289345549,entropy,5,10,15
0.3201249181226934,0.1376686289345549,entropy,5,10,20
0.2902237383981806,0.14627042735619425,entropy,5,15,2
0.2902237383981806,0.14627042735619425,entropy,5,15,5
0.2902237383981806,0.14627042735619425,entropy,5,15,10
0.2902237383981806,0.14627042735619425,entropy,5,15,15
0.2902237383981806,0.14627042735619425,entropy,5,15,20
0.3355889809372477,0.1538538880626786,entropy,5,20,2
0.3355889809372477,0.1538538880626786,entropy,5,20,5
0.3355889809372477,0.1538538880626786,entropy,5,20,10
0.3355889809372477,0.1538538880626786,entropy,5,20,15
0.3355889809372477,0.1538538880626786,entropy,5,20,20
0.25264633404168285,0.12432221118541613,entropy,10,1,2
0.27980883322346733,0.1569901213137352,entropy,10,1,5
0.2964945216108007,0.2093347253153723,entropy,10,1,10
0.31720231348714323,0.1725553433514241,entropy,10,1,15
0.38635153371995473,0.13355045192588322,entropy,10,1,20
0.2945022333257627,0.15765756336417738,entropy,10,5,2
0.2945022333257627,0.15765756336417738,entropy,10,5,5
0.2945022333257627,0.15765756336417738,entropy,10,5,10
0.2972570566688214,0.16732464284220105,entropy,10,5,15
0.3424123933411859,0.14145774038845443,entropy,10,5,20
0.31621484969649594,0.1382767264156376,entropy,10,10,2
0.31621484969649594,0.1382767264156376,entropy,10,10,5
0.31621484969649594,0.1382767264156376,entropy,10,10,10
0.31621484969649594,0.1382767264156376,entropy,10,10,15
0.31621484969649594,0.1382767264156376,entropy,10,10,20
0.2902237383981806,0.14627042735619425,entropy,10,15,2
0.2902237383981806,0.14627042735619425,entropy,10,15,5
0.2902237383981806,0.14627042735619425,entropy,10,15,10
0.2902237383981806,0.14627042735619425,entropy,10,15,15
0.2902237383981806,0.14627042735619425,entropy,10,15,20
0.3355889809372477,0.1538538880626786,entropy,10,20,2
0.3355889809372477,0.1538538880626786,entropy,10,20,5
0.3355889809372477,0.1538538880626786,entropy,10,20,10
0.3355889809372477,0.1538538880626786,entropy,10,20,15
0.3355889809372477,0.1538538880626786,entropy,10,20,20
0.24436090225563908,0.11612075650002743,entropy,15,1,2
0.2816106350252692,0.15918387720626057,entropy,15,1,5
0.2964945216108007,0.2093347253153723,entropy,15,1,10
0.31720231348714323,0.1725553433514241,entropy,15,1,15
0.38635153371995473,0.13355045192588322,entropy,15,1,20
0.2945022333257627,0.15765756336417738,entropy,15,5,2
0.2945022333257627,0.15765756336417738,entropy,15,5,5
0.2945022333257627,0.15765756336417738,entropy,15,5,10
0.2972570566688214,0.16732464284220105,entropy,15,5,15
0.3424123933411859,0.14145774038845443,entropy,15,5,20
0.31621484969649594,0.1382767264156376,entropy,15,10,2
0.31621484969649594,0.1382767264156376,entropy,15,10,5
0.31621484969649594,0.1382767264156376,entropy,15,10,10
0.31621484969649594,0.1382767264156376,entropy,15,10,15
0.31621484969649594,0.1382767264156376,entropy,15,10,20
0.2902237383981806,0.14627042735619425,entropy,15,15,2
0.2902237383981806,0.14627042735619425,entropy,15,15,5
0.2902237383981806,0.14627042735619425,entropy,15,15,10
0.2902237383981806,0.14627042735619425,entropy,15,15,15
0.2902237383981806,0.14627042735619425,entropy,15,15,20
0.3355889809372477,0.1538538880626786,entropy,15,20,2
0.3355889809372477,0.1538538880626786,entropy,15,20,5
0.3355889809372477,0.1538538880626786,entropy,15,20,10
0.3355889809372477,0.1538538880626786,entropy,15,20,15
0.3355889809372477,0.1538538880626786,entropy,15,20,20
0.2520376699324068,0.12715758164222274,entropy,20,1,2
0.2816106350252692,0.15918387720626057,entropy,20,1,5
0.2964945216108007,0.2093347253153723,entropy,20,1,10
0.31720231348714323,0.1725553433514241,entropy,20,1,15
0.38635153371995473,0.13355045192588322,entropy,20,1,20
0.2945022333257627,0.15765756336417738,entropy,20,5,2
0.2945022333257627,0.15765756336417738,entropy,20,5,5
0.2945022333257627,0.15765756336417738,entropy,20,5,10
0.2972570566688214,0.16732464284220105,entropy,20,5,15
0.3424123933411859,0.14145774038845443,entropy,20,5,20
0.31621484969649594,0.1382767264156376,entropy,20,10,2
0.31621484969649594,0.1382767264156376,entropy,20,10,5
0.31621484969649594,0.1382767264156376,entropy,20,10,10
0.31621484969649594,0.1382767264156376,entropy,20,10,15
0.31621484969649594,0.1382767264156376,entropy,20,10,20
0.2902237383981806,0.14627042735619425,entropy,20,15,2
0.2902237383981806,0.14627042735619425,entropy,20,15,5
0.2902237383981806,0.14627042735619425,entropy,20,15,10
0.2902237383981806,0.14627042735619425,entropy,20,15,15
0.2902237383981806,0.14627042735619425,entropy,20,15,20
0.3355889809372477,0.1538538880626786,entropy,20,20,2
0.3355889809372477,0.1538538880626786,entropy,20,20,5
0.3355889809372477,0.1538538880626786,entropy,20,20,10
0.3355889809372477,0.1538538880626786,entropy,20,20,15
0.3355889809372477,0.1538538880626786,entropy,20,20,20
