roc_auc,std_dev,criterion,max_depth,min_samples_leaf,min_samples_split
0.7101585519223859,0.09693548994447805,entropy,5,5,2
0.7101585519223859,0.09693548994447805,entropy,5,5,5
0.7101585519223859,0.09693548994447805,entropy,5,5,10
0.7119871017487125,0.09646257475464756,entropy,5,5,15
0.7066020755978759,0.0925024114151275,entropy,5,5,20
0.725220098714417,0.117630623288098,entropy,5,10,2
0.725220098714417,0.117630623288098,entropy,5,10,5
0.725220098714417,0.117630623288098,entropy,5,10,10
0.725220098714417,0.117630623288098,entropy,5,10,15
0.725220098714417,0.117630623288098,entropy,5,10,20
0.6864077783766518,0.07963601633712798,entropy,5,15,2
0.6864077783766518,0.07963601633712798,entropy,5,15,5
0.6864077783766518,0.07963601633712798,entropy,5,15,10
0.6864077783766518,0.07963601633712798,entropy,5,15,15
0.6864077783766518,0.07963601633712798,entropy,5,15,20
0.7129565292250569,0.06570151513560375,entropy,5,20,2
0.7129565292250569,0.06570151513560375,entropy,5,20,5
0.7129565292250569,0.06570151513560375,entropy,5,20,10
0.7129565292250569,0.06570151513560375,entropy,5,20,15
0.7129565292250569,0.06570151513560375,entropy,5,20,20
0.6010405188246097,0.049879470712388116,entropy,10,1,2
0.6343524923144489,0.06271740691906297,entropy,10,1,5
0.6773508678684074,0.08246512018612108,entropy,10,1,10
0.6810700632810317,0.09337810239178967,entropy,10,1,15
0.687816604783008,0.05540807249605361,entropy,10,1,20
0.6924677107038767,0.08206644382987696,entropy,10,5,2
0.6872215734419292,0.08557736441830055,entropy,10,5,5
0.6914256697408871,0.08200990655187122,entropy,10,5,10
0.6972398391024873,0.08994769471928538,entropy,10,5,15
0.6868747255160299,0.07515122598428789,entropy,10,5,20
0.7092212515470914,0.12956396285393357,entropy,10,10,2
0.7092212515470914,0.12956396285393357,entropy,10,10,5
0.7115927930490678,0.12935167162366115,entropy,10,10,10
0.7115927930490678,0.12935167162366115,entropy,10,10,15
0.7092212515470914,0.12956396285393357,entropy,10,10,20
0.6946504571405757,0.10407267727189878,entropy,10,15,2
0.6946504571405757,0.10407267727189878,entropy,10,15,5
0.6966626741725557,0.10274987202661846,entropy,10,15,10
0.6963752145965585,0.10200087959689023,entropy,10,15,15
0.6966626741725557,0.10274987202661846,entropy,10,15,20
0.6985667195672136,0.058114658806676545,entropy,10,20,2
0.6960514482772387,0.06141802343687675,entropy,10,20,5
0.6960514482772387,0.06141802343687675,entropy,10,20,10
0.6985667195672136,0.058114658806676545,entropy,10,20,15
0.6960514482772387,0.06141802343687675,entropy,10,20,20
0.6152451890445961,0.058165327105729796,entropy,15,1,2
0.6487189583582864,0.08887651926770228,entropy,15,1,5
0.6785826271609374,0.10489367944363588,entropy,15,1,10
0.68263852706911,0.09679582539583934,entropy,15,1,15
0.6872630080448756,0.07148411229711216,entropy,15,1,20
0.6845140760370503,0.07728261108314709,entropy,15,5,2
0.6840828866730545,0.07843206222408011,entropy,15,5,5
0.6851608600830439,0.0763032389380037,entropy,15,5,10
0.6886931319120054,0.07727702033168359,entropy,15,5,15
0.6764417520062282,0.07022160326304384,entropy,15,5,20
0.7058718109953289,0.10982557139113161,entropy,15,10,2
0.704147053539346,0.1097248820275883,entropy,15,10,5
0.7059796083363278,0.10984624933811764,entropy,15,10,10
0.704147053539346,0.1097248820275883,entropy,15,10,15
0.704254850880345,0.10971846937351795,entropy,15,10,20
0.6946504571405757,0.10407267727189878,entropy,15,15,2
0.6949379167165729,0.10482578548174074,entropy,15,15,5
0.6949379167165729,0.10482578548174074,entropy,15,15,10
0.6949379167165729,0.10482578548174074,entropy,15,15,15
0.6966626741725557,0.10274987202661846,entropy,15,15,20
0.6985667195672136,0.058114658806676545,entropy,15,20,2
0.6985667195672136,0.058114658806676545,entropy,15,20,5
0.6985667195672136,0.058114658806676545,entropy,15,20,10
0.6985667195672136,0.058114658806676545,entropy,15,20,15
0.6985667195672136,0.058114658806676545,entropy,15,20,20
0.6156763784085919,0.05567197048742192,entropy,20,1,2
0.6499406615562743,0.08718282892823431,entropy,20,1,5
0.6788341542899349,0.10473789466903026,entropy,20,1,10
0.6812012291891245,0.09545333988459702,entropy,20,1,15
0.6865443591048829,0.07283896459137242,entropy,20,1,20
0.6826096563460695,0.08076658752253592,entropy,20,5,2
0.6851608600830439,0.0763032389380037,entropy,20,5,5
0.6826096563460695,0.08076658752253592,entropy,20,5,10
0.686932442009023,0.07956016193620614,entropy,20,5,15
0.6764417520062282,0.07022160326304384,entropy,20,5,20
0.704147053539346,0.1097248820275883,entropy,20,10,2
0.7041111210923465,0.10972739603403302,entropy,20,10,5
0.7059796083363278,0.10984624933811764,entropy,20,10,10
0.705656216313331,0.10978928432441644,entropy,20,10,15
0.7058718109953289,0.10982557139113161,entropy,20,10,20
0.6946504571405757,0.10407267727189878,entropy,20,15,2
0.6946504571405757,0.10407267727189878,entropy,20,15,5
0.6946504571405757,0.10407267727189878,entropy,20,15,10
0.6949379167165729,0.10482578548174074,entropy,20,15,15
0.6949379167165729,0.10482578548174074,entropy,20,15,20
0.6985667195672136,0.058114658806676545,entropy,20,20,2
0.6985667195672136,0.058114658806676545,entropy,20,20,5
0.6960514482772387,0.06141802343687675,entropy,20,20,10
0.6960514482772387,0.06141802343687675,entropy,20,20,15
0.6960514482772387,0.06141802343687675,entropy,20,20,20
